174
98 24 256 1024 0
99 24 256 1024 0
100 24 256 1024 0
101 24 256 1024 0
102 24 256 1024 0
103 24 256 1024 0
104 24 256 1024 0
105 24 256 1024 0
106 24 256 1024 0
107 24 256 1024 0
108 24 256 1024 0
109 24 256 1024 1
110 24 256 1024 1
111 24 256 1024 1
112 24 256 1024 1
113 24 256 1024 1
114 24 256 1024 1
115 24 256 1024 1
116 24 256 1024 0
117 24 256 1024 0
118 24 256 1024 0
119 24 256 1024 0
120 24 256 1024 0
121 24 256 1024 0
122 24 256 1024 0
123 24 256 1024 0
124 24 256 1024 0
125 24 256 1024 0
126 24 256 1024 0
127 24 256 1024 0
128 24 256 1024 1
129 24 256 1024 0
130 24 256 1024 0
131 24 256 1024 0
132 24 256 1024 0
133 24 256 1024 0
134 24 256 1024 0
135 24 256 1024 0
136 24 256 1024 0
137 24 256 1024 0
138 24 256 1024 0
139 24 256 1024 0
140 24 256 1024 0
141 24 256 1024 1
142 24 256 1024 0
143 24 256 1024 0
144 24 256 1024 0
145 24 256 1024 0
146 24 256 1024 0
147 24 256 1024 0
148 24 256 1024 0
149 24 256 1024 0
150 24 256 1024 0
151 24 256 1024 0
152 24 256 1024 0
153 24 256 1024 0
154 24 256 1024 1
155 24 256 1024 0
156 24 256 1024 0
157 24 256 1024 0
158 24 256 1024 0
159 24 256 1024 0
160 24 256 1024 0
161 24 256 1024 0
162 24 256 1024 0
163 24 256 1024 0
164 24 256 1024 0
165 24 256 1024 0
166 24 256 1024 0
167 24 256 1024 1
168 24 256 1024 1
169 24 256 1024 1
170 24 256 1024 1
171 24 256 1024 1
172 24 256 1024 1
173 24 256 1024 1
204
0 12 1000
1 12 1000
2 12 1000
3 12 1000
4 12 1000
5 12 1000
6 12 1000
7 12 1000
8 12 1000
9 12 1000
10 12 1000
11 12 1000
13 25 1000
14 25 1000
15 25 1000
16 25 1000
17 25 1000
18 25 1000
19 25 1000
20 25 1000
21 25 1000
22 25 1000
23 25 1000
24 25 1000
26 38 1000
27 38 1000
28 38 1000
29 38 1000
30 38 1000
31 38 1000
32 38 1000
33 38 1000
34 38 1000
35 38 1000
36 38 1000
37 38 1000
39 51 1000
40 51 1000
41 51 1000
42 51 1000
43 51 1000
44 51 1000
45 51 1000
46 51 1000
47 51 1000
48 51 1000
49 51 1000
50 51 1000
56 57 1000
56 52 1000
56 53 1000
56 54 1000
56 55 1000
57 52 1000
57 53 1000
57 54 1000
57 55 1000
52 12 1000
53 25 1000
54 38 1000
55 51 1000
52 25 1000
53 12 1000
54 51 1000
55 38 1000
58 70 1000
59 70 1000
60 70 1000
61 70 1000
62 70 1000
63 70 1000
64 70 1000
65 70 1000
66 70 1000
67 70 1000
68 70 1000
69 70 1000
71 83 1000
72 83 1000
73 83 1000
74 83 1000
75 83 1000
76 83 1000
77 83 1000
78 83 1000
79 83 1000
80 83 1000
81 83 1000
82 83 1000
84 96 1000
85 96 1000
86 96 1000
87 96 1000
88 96 1000
89 96 1000
90 96 1000
91 96 1000
92 96 1000
93 96 1000
94 96 1000
95 96 1000
97 109 1000
98 109 1000
99 109 1000
100 109 1000
101 109 1000
102 109 1000
103 109 1000
104 109 1000
105 109 1000
106 109 1000
107 109 1000
108 109 1000
114 115 1000
114 110 1000
114 111 1000
114 112 1000
114 113 1000
115 110 1000
115 111 1000
115 112 1000
115 113 1000
110 70 1000
111 83 1000
112 96 1000
113 109 1000
110 83 1000
111 70 1000
112 109 1000
113 96 1000
116 128 1000
117 128 1000
118 128 1000
119 128 1000
120 128 1000
121 128 1000
122 128 1000
123 128 1000
124 128 1000
125 128 1000
126 128 1000
127 128 1000
129 141 1000
130 141 1000
131 141 1000
132 141 1000
133 141 1000
134 141 1000
135 141 1000
136 141 1000
137 141 1000
138 141 1000
139 141 1000
140 141 1000
142 154 1000
143 154 1000
144 154 1000
145 154 1000
146 154 1000
147 154 1000
148 154 1000
149 154 1000
150 154 1000
151 154 1000
152 154 1000
153 154 1000
155 167 1000
156 167 1000
157 167 1000
158 167 1000
159 167 1000
160 167 1000
161 167 1000
162 167 1000
163 167 1000
164 167 1000
165 167 1000
166 167 1000
172 173 1000
172 168 1000
172 169 1000
172 170 1000
172 171 1000
173 168 1000
173 169 1000
173 170 1000
173 171 1000
168 128 1000
169 141 1000
170 154 1000
171 167 1000
168 141 1000
169 128 1000
170 167 1000
171 154 1000
56 114 1000
57 114 1000
57 115 1000
56 172 1000
57 172 1000
57 173 1000
114 172 1000
115 172 1000
115 173 1000
